Lugar_de_la_estacion;Nombre_de_estacion;Numero_de_estacion;LocalX;LocalY;Nivel_de_referencia;Nombre_de_parametro;Tipo_de_parametro;Nombre_del_tipo_de_parametro;Nombre_de_serie_de_tiempo;Unidad_de_serie_de_tiempo;GlobalX;GlobalY;Longitud;Latitud;Fecha;Tiempo;Valor_Hm3;Estado_del_valor;Vol_Entrada;Vol_Embalsado;Vol_Salida
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;03/06/2019;00:00:00;0.90;101. calc;0.90;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;04/06/2019;00:00:00;0.83;101. calc;0.83;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;05/06/2019;00:00:00;1.46;101. calc;1.46;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;06/06/2019;00:00:00;2.09;101. calc;2.09;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;07/06/2019;00:00:00;1.81;101. calc;1.81;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;08/06/2019;00:00:00;2.27;101. calc;2.27;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;09/06/2019;00:00:00;0.95;101. calc;0.95;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;10/06/2019;00:00:00;0.74;101. calc;0.74;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;11/06/2019;00:00:00;0.93;101. calc;0.93;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;12/06/2019;00:00:00;0.87;101. calc;0.87;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;13/06/2019;00:00:00;0.24;101. calc;0.24;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;14/06/2019;00:00:00;0.07;101. calc;0.07;172.92;0.22
;BÚBAL;9835;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.315969;42.680689;15/06/2019;00:00:00;0.08;101. calc;0.08;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;01/06/2019;00:00:00;1.59;101. calc;1.59;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;02/06/2019;00:00:00;1.66;101. calc;1.66;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;03/06/2019;00:00:00;1.61;101. calc;1.61;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;04/06/2019;00:00:00;1.36;101. calc;1.36;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;05/06/2019;00:00:00;1.49;101. calc;1.49;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;06/06/2019;00:00:00;1.85;101. calc;1.85;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;07/06/2019;00:00:00;1.56;101. calc;1.56;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;08/06/2019;00:00:00;1.56;101. calc;1.56;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;09/06/2019;00:00:00;1.27;101. calc;1.27;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;10/06/2019;00:00:00;1.90;101. calc;1.90;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;11/06/2019;00:00:00;0.98;101. calc;0.98;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;12/06/2019;00:00:00;1.22;101. calc;1.22;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;13/06/2019;00:00:00;2.20;101. calc;2.20;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;14/06/2019;00:00:00;0.74;101. calc;0.74;172.92;0.22
;ESCALES;9850;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.744811;42.325408;15/06/2019;00:00:00;1.20;101. calc;1.20;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;01/06/2019;00:00:00;0.49;101. calc;0.49;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;02/06/2019;00:00:00;0.56;101. calc;0.56;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;03/06/2019;00:00:00;0.64;101. calc;0.64;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;04/06/2019;00:00:00;0.68;101. calc;0.68;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;05/06/2019;00:00:00;0.78;101. calc;0.78;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;06/06/2019;00:00:00;0.80;101. calc;0.80;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;07/06/2019;00:00:00;0.27;101. calc;0.27;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;08/06/2019;00:00:00;0.00;101. calc;0.00;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;09/06/2019;00:00:00;0.36;101. calc;0.36;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;10/06/2019;00:00:00;0.57;101. calc;0.57;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;11/06/2019;00:00:00;0.33;101. calc;0.33;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;12/06/2019;00:00:00;0.64;101. calc;0.64;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;13/06/2019;00:00:00;0.41;101. calc;0.41;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;14/06/2019;00:00:00;0.62;101. calc;0.62;172.92;0.22
;BASERCA;9865;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.758744;42.577862;15/06/2019;00:00:00;0.60;101. calc;0.60;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;01/06/2019;00:00:00;11.26;101. calc;11.26;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;02/06/2019;00:00:00;10.30;101. calc;10.30;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;03/06/2019;00:00:00;10.39;101. calc;10.39;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;04/06/2019;00:00:00;10.45;101. calc;10.45;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;05/06/2019;00:00:00;10.66;101. calc;10.66;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;06/06/2019;00:00:00;9.97;101. calc;9.97;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;07/06/2019;00:00:00;10.70;101. calc;10.70;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;08/06/2019;00:00:00;10.75;101. calc;10.75;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;09/06/2019;00:00:00;10.17;101. calc;10.17;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;10/06/2019;00:00:00;10.33;101. calc;10.33;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;11/06/2019;00:00:00;10.76;101. calc;10.76;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;12/06/2019;00:00:00;10.21;101. calc;10.21;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;13/06/2019;00:00:00;10.55;101. calc;10.55;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;14/06/2019;00:00:00;10.36;101. calc;10.36;172.92;0.22
;FLIX;9802;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.549626;41.233333;15/06/2019;00:00:00;10.27;101. calc;10.27;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;01/06/2019;00:00:00;1.37;101. calc;1.37;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;02/06/2019;00:00:00;1.39;101. calc;1.39;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;03/06/2019;00:00:00;1.23;101. calc;1.23;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;04/06/2019;00:00:00;1.36;101. calc;1.36;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;05/06/2019;00:00:00;1.39;101. calc;1.39;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;06/06/2019;00:00:00;1.77;101. calc;1.77;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;07/06/2019;00:00:00;1.70;101. calc;1.70;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;08/06/2019;00:00:00;1.74;101. calc;1.74;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;09/06/2019;00:00:00;1.68;101. calc;1.68;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;10/06/2019;00:00:00;1.87;101. calc;1.87;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;11/06/2019;00:00:00;1.55;101. calc;1.55;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;12/06/2019;00:00:00;1.28;101. calc;1.28;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;13/06/2019;00:00:00;1.33;101. calc;1.33;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;14/06/2019;00:00:00;1.44;101. calc;1.44;172.92;0.22
;LA PEÑA;9836;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.736363;42.383408;15/06/2019;00:00:00;1.32;101. calc;1.32;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;01/06/2019;00:00:00;0.44;101. calc;0.44;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;02/06/2019;00:00:00;0.55;101. calc;0.55;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;03/06/2019;00:00:00;0.63;101. calc;0.63;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;04/06/2019;00:00:00;0.63;101. calc;0.63;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;05/06/2019;00:00:00;0.75;101. calc;0.75;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;06/06/2019;00:00:00;0.80;101. calc;0.80;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;07/06/2019;00:00:00;0.54;101. calc;0.54;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;08/06/2019;00:00:00;0.43;101. calc;0.43;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;09/06/2019;00:00:00;0.41;101. calc;0.41;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;10/06/2019;00:00:00;0.51;101. calc;0.51;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;11/06/2019;00:00:00;0.54;101. calc;0.54;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;12/06/2019;00:00:00;0.50;101. calc;0.50;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;13/06/2019;00:00:00;0.38;101. calc;0.38;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;14/06/2019;00:00:00;0.31;101. calc;0.31;172.92;0.22
;CAVALLERS;9863;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.854236;42.585148;15/06/2019;00:00:00;0.31;101. calc;0.31;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;01/06/2019;00:00:00;0.08;101. calc;0.08;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;02/06/2019;00:00:00;0.08;101. calc;0.08;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;03/06/2019;00:00:00;0.19;101. calc;0.19;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;04/06/2019;00:00:00;0.13;101. calc;0.13;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;05/06/2019;00:00:00;0.08;101. calc;0.08;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;06/06/2019;00:00:00;0.11;101. calc;0.11;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;07/06/2019;00:00:00;0.07;101. calc;0.07;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;08/06/2019;00:00:00;0.14;101. calc;0.14;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;09/06/2019;00:00:00;0.14;101. calc;0.14;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;10/06/2019;00:00:00;0.13;101. calc;0.13;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;11/06/2019;00:00:00;0.12;101. calc;0.12;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;12/06/2019;00:00:00;0.07;101. calc;0.07;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;13/06/2019;00:00:00;0.11;101. calc;0.11;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;14/06/2019;00:00:00;0.15;101. calc;0.15;172.92;0.22
;CASPE II;9823;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;0.002160;41.135545;15/06/2019;00:00:00;0.13;101. calc;0.13;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;01/06/2019;00:00:00;0.48;101. calc;0.48;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;02/06/2019;00:00:00;0.36;101. calc;0.36;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;03/06/2019;00:00:00;0.31;101. calc;0.31;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;04/06/2019;00:00:00;0.32;101. calc;0.32;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;05/06/2019;00:00:00;0.40;101. calc;0.40;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;06/06/2019;00:00:00;0.39;101. calc;0.39;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;07/06/2019;00:00:00;0.26;101. calc;0.26;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;08/06/2019;00:00:00;0.29;101. calc;0.29;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;09/06/2019;00:00:00;0.34;101. calc;0.34;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;10/06/2019;00:00:00;0.31;101. calc;0.31;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;11/06/2019;00:00:00;0.35;101. calc;0.35;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;12/06/2019;00:00:00;0.28;101. calc;0.28;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;13/06/2019;00:00:00;0.21;101. calc;0.21;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;14/06/2019;00:00:00;0.26;101. calc;0.26;172.92;0.22
;CALANDA;9822;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.211014;40.916821;15/06/2019;00:00:00;0.22;101. calc;0.22;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;01/06/2019;00:00:00;0.27;80 (Suficiente). calc;0.27;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;02/06/2019;00:00:00;0.31;80 (Suficiente). calc;0.31;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;03/06/2019;00:00:00;0.09;80 (Suficiente). calc;0.09;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;04/06/2019;00:00:00;0.13;80 (Suficiente). calc;0.13;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;05/06/2019;00:00:00;0.05;80 (Suficiente). calc;0.05;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;06/06/2019;00:00:00;0.10;80 (Suficiente). calc;0.10;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;07/06/2019;00:00:00;0.11;80 (Suficiente). calc;0.11;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;08/06/2019;00:00:00;0.08;80 (Suficiente). calc;0.08;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;09/06/2019;00:00:00;0.60;80 (Suficiente). calc;0.60;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;10/06/2019;00:00:00;0.42;80 (Suficiente). calc;0.42;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;11/06/2019;00:00:00;0.25;80 (Suficiente). calc;0.25;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;12/06/2019;00:00:00;0.42;80 (Suficiente). calc;0.42;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;13/06/2019;00:00:00;0.25;80 (Suficiente). calc;0.25;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;14/06/2019;00:00:00;0.25;80 (Suficiente). calc;0.25;172.92;0.22
;LA SOTONERA;9838;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-0.675050;42.105133;15/06/2019;00:00:00;0.25;80 (Suficiente). calc;0.25;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;01/06/2019;00:00:00;0.99;101. calc;0.99;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;02/06/2019;00:00:00;0.99;101. calc;0.99;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;03/06/2019;00:00:00;0.88;101. calc;0.88;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;04/06/2019;00:00:00;0.80;101. calc;0.80;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;05/06/2019;00:00:00;1.11;101. calc;1.11;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;06/06/2019;00:00:00;5.02;101. calc;5.02;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;07/06/2019;00:00:00;0;faltante (M);0;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;08/06/2019;00:00:00;1.24;101. calc;1.24;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;09/06/2019;00:00:00;1.23;101. calc;1.23;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;10/06/2019;00:00:00;0.96;101. calc;0.96;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;11/06/2019;00:00:00;1.01;101. calc;1.01;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;12/06/2019;00:00:00;0.85;101. calc;0.85;172.92;0.22
;ITOIZ;9875;0;0;0;Volumen Embalse;V;Volumen;Cmd-3;Hm3;0;0;-1.360206;42.800942;13/06/2019;00:00:00;0.82;101. calc;0.82;172.92;0.22
